pix ,Hist ,acHist ,ImSize: 166x 240
 0, 24166, 24166
 1, 0, 24166
 2, 0, 24166
 3, 0, 24166
 4, 0, 24166
 5, 0, 24166
 6, 0, 24166
 7, 0, 24166
 8, 0, 24166
 9, 0, 24166
 10, 0, 24166
 11, 0, 24166
 12, 0, 24166
 13, 0, 24166
 14, 0, 24166
 15, 0, 24166
 16, 0, 24166
 17, 0, 24166
 18, 0, 24166
 19, 0, 24166
 20, 0, 24166
 21, 0, 24166
 22, 156, 24322
 23, 0, 24322
 24, 0, 24322
 25, 0, 24322
 26, 0, 24322
 27, 0, 24322
 28, 0, 24322
 29, 0, 24322
 30, 0, 24322
 31, 0, 24322
 32, 132, 24454
 33, 0, 24454
 34, 0, 24454
 35, 0, 24454
 36, 80, 24534
 37, 0, 24534
 38, 0, 24534
 39, 15, 24549
 40, 0, 24549
 41, 0, 24549
 42, 0, 24549
 43, 190, 24739
 44, 114, 24853
 45, 0, 24853
 46, 0, 24853
 47, 0, 24853
 48, 0, 24853
 49, 0, 24853
 50, 0, 24853
 51, 25, 24878
 52, 78, 24956
 53, 0, 24956
 54, 66, 25022
 55, 0, 25022
 56, 55, 25077
 57, 0, 25077
 58, 0, 25077
 59, 3, 25080
 60, 0, 25080
 61, 0, 25080
 62, 0, 25080
 63, 1206, 26286
 64, 462, 26748
 65, 0, 26748
 66, 0, 26748
 67, 0, 26748
 68, 0, 26748
 69, 0, 26748
 70, 0, 26748
 71, 0, 26748
 72, 110, 26858
 73, 0, 26858
 74, 0, 26858
 75, 111, 26969
 76, 0, 26969
 77, 0, 26969
 78, 0, 26969
 79, 0, 26969
 80, 0, 26969
 81, 0, 26969
 82, 0, 26969
 83, 1, 26970
 84, 0, 26970
 85, 9, 26979
 86, 0, 26979
 87, 328, 27307
 88, 142, 27449
 89, 0, 27449
 90, 0, 27449
 91, 0, 27449
 92, 1, 27450
 93, 0, 27450
 94, 0, 27450
 95, 0, 27450
 96, 90, 27540
 97, 0, 27540
 98, 0, 27540
 99, 2, 27542
 100, 1, 27543
 101, 0, 27543
 102, 0, 27543
 103, 108, 27651
 104, 134, 27785
 105, 0, 27785
 106, 0, 27785
 107, 72, 27857
 108, 57, 27914
 109, 0, 27914
 110, 0, 27914
 111, 37, 27951
 112, 87, 28038
 113, 0, 28038
 114, 0, 28038
 115, 81, 28119
 116, 1, 28120
 117, 75, 28195
 118, 0, 28195
 119, 0, 28195
 120, 0, 28195
 121, 0, 28195
 122, 0, 28195
 123, 0, 28195
 124, 0, 28195
 125, 0, 28195
 126, 0, 28195
 127, 2093, 30288
 128, 329, 30617
 129, 0, 30617
 130, 0, 30617
 131, 167, 30784
 132, 32, 30816
 133, 0, 30816
 134, 0, 30816
 135, 0, 30816
 136, 0, 30816
 137, 0, 30816
 138, 0, 30816
 139, 7, 30823
 140, 0, 30823
 141, 0, 30823
 142, 0, 30823
 143, 0, 30823
 144, 358, 31181
 145, 0, 31181
 146, 0, 31181
 147, 363, 31544
 148, 1, 31545
 149, 33, 31578
 150, 0, 31578
 151, 18, 31596
 152, 0, 31596
 153, 0, 31596
 154, 0, 31596
 155, 69, 31665
 156, 34, 31699
 157, 0, 31699
 158, 0, 31699
 159, 2, 31701
 160, 75, 31776
 161, 0, 31776
 162, 0, 31776
 163, 2, 31778
 164, 16, 31794
 165, 0, 31794
 166, 0, 31794
 167, 49, 31843
 168, 30, 31873
 169, 0, 31873
 170, 30, 31903
 171, 63, 31966
 172, 0, 31966
 173, 0, 31966
 174, 0, 31966
 175, 3280, 35246
 176, 0, 35246
 177, 0, 35246
 178, 0, 35246
 179, 7, 35253
 180, 0, 35253
 181, 75, 35328
 182, 0, 35328
 183, 0, 35328
 184, 13, 35341
 185, 0, 35341
 186, 0, 35341
 187, 64, 35405
 188, 0, 35405
 189, 0, 35405
 190, 0, 35405
 191, 1281, 36686
 192, 171, 36857
 193, 0, 36857
 194, 0, 36857
 195, 185, 37042
 196, 0, 37042
 197, 0, 37042
 198, 0, 37042
 199, 5, 37047
 200, 0, 37047
 201, 0, 37047
 202, 39, 37086
 203, 4, 37090
 204, 1, 37091
 205, 0, 37091
 206, 0, 37091
 207, 1685, 38776
 208, 0, 38776
 209, 0, 38776
 210, 0, 38776
 211, 0, 38776
 212, 0, 38776
 213, 111, 38887
 214, 0, 38887
 215, 582, 39469
 216, 0, 39469
 217, 0, 39469
 218, 0, 39469
 219, 92, 39561
 220, 0, 39561
 221, 0, 39561
 222, 0, 39561
 223, 0, 39561
 224, 84, 39645
 225, 0, 39645
 226, 0, 39645
 227, 906, 40551
 228, 0, 40551
 229, 0, 40551
 230, 0, 40551
 231, 287, 40838
 232, 0, 40838
 233, 0, 40838
 234, 129, 40967
 235, 209, 41176
 236, 0, 41176
 237, 0, 41176
 238, 0, 41176
 239, 2, 41178
 240, 0, 41178
 241, 0, 41178
 242, 0, 41178
 243, 107, 41285
 244, 0, 41285
 245, 0, 41285
 246, 0, 41285
 247, 0, 41285
 248, 0, 41285
 249, 0, 41285
 250, 0, 41285
 251, 0, 41285
 252, 0, 41285
 253, 0, 41285
 254, 0, 41285
 255, 78235, 119520
